"Date","steem_price","sbd_price"
2016-10-01,0.489641,0.894754
2016-10-02,0.445758,0.900622
2016-10-03,0.444061,0.91668
2016-10-04,0.443091,0.91683
2016-10-05,0.408836,0.913417
2016-10-06,0.416132,0.923415
2016-10-07,0.404658,0.927092
2016-10-08,0.377281,0.934558
2016-10-09,0.38357,0.955743
2016-10-10,0.351061,0.949802
2016-10-11,0.303813,0.950941
2016-10-12,0.261203,0.9235
2016-10-13,0.292541,0.936011
2016-10-14,0.299186,0.921782
2016-10-15,0.26737,0.920918
2016-10-16,0.261992,0.942343
2016-10-17,0.258535,0.943873
2016-10-18,0.251008,0.929415
2016-10-19,0.241457,0.954882
2016-10-20,0.234218,0.933749
2016-10-21,0.239828,0.919163
2016-10-22,0.237654,0.923572
2016-10-23,0.227492,0.95278
2016-10-24,0.201565,0.935663
2016-10-25,0.191236,0.960903
2016-10-26,0.175016,0.953888
2016-10-27,0.15305,0.950346
2016-10-28,0.14214,0.913985
2016-10-29,0.154229,0.868034
2016-10-30,0.131923,0.846433
2016-10-31,0.133699,0.823807
2016-11-01,0.131453,0.831417
2016-11-02,0.124631,0.776453
2016-11-03,0.109176,0.818637
2016-11-04,0.09772,0.816794
2016-11-05,0.135807,0.907515
2016-11-06,0.217337,0.944475
2016-11-07,0.201191,0.946868
2016-11-08,0.151748,0.916719
2016-11-09,0.134484,0.953374
2016-11-10,0.148479,0.967735
2016-11-11,0.143836,0.975796
2016-11-12,0.125165,0.982221
2016-11-13,0.123002,0.976757
2016-11-14,0.11627,0.978119
2016-11-15,0.115318,0.978045
2016-11-16,0.113583,1
2016-11-17,0.105689,0.98353
2016-11-18,0.102298,0.975119
2016-11-19,0.119861,0.996542
2016-11-20,0.127887,1
2016-11-21,0.115464,0.99455
2016-11-22,0.112949,0.998311
2016-11-23,0.111977,0.993558
2016-11-24,0.110971,0.994493
2016-11-25,0.124142,1
2016-11-26,0.141162,1.01
2016-11-27,0.153007,1.03
2016-11-28,0.180862,1.01
2016-11-29,0.165239,1
2016-11-30,0.163499,1.01
2016-12-01,0.149158,0.972698
2016-12-02,0.149924,1
2016-12-03,0.182057,1.03
2016-12-04,0.193118,1.02
2016-12-05,0.211399,1.04
2016-12-06,0.242246,0.99683
2016-12-07,0.234346,0.999095
2016-12-08,0.220352,0.99341
2016-12-09,0.238721,0.995378
2016-12-10,0.236147,0.989473
2016-12-11,0.215866,0.989137
2016-12-12,0.187339,0.999117
2016-12-13,0.194012,0.995441
2016-12-14,0.152916,0.991019
2016-12-15,0.170431,0.99029
2016-12-16,0.18112,1
2016-12-17,0.170749,0.998177
2016-12-18,0.163467,1.01
2016-12-19,0.169833,1
2016-12-20,0.152357,0.994831
2016-12-21,0.136921,1
2016-12-22,0.135553,1.01
2016-12-23,0.133708,0.99391
2016-12-24,0.141612,1.01
2016-12-25,0.135754,0.988704
2016-12-26,0.135261,1.01
2016-12-27,0.151803,1
2016-12-28,0.152588,1
2016-12-29,0.156519,1.03
2016-12-30,0.165689,1.01
2016-12-31,0.164443,1.01
2017-01-01,0.170221,1.01
2017-01-02,0.161238,0.97469
2017-01-03,0.155622,0.996792
2017-01-04,0.156258,0.989952
2017-01-05,0.176546,1.02
2017-01-06,0.159777,1.03
2017-01-07,0.156605,1
2017-01-08,0.154055,1.01
2017-01-09,0.152512,0.988691
2017-01-10,0.147053,0.994386
2017-01-11,0.149843,0.989385
2017-01-12,0.131425,0.99042
2017-01-13,0.138201,0.976081
2017-01-14,0.136439,0.995865
2017-01-15,0.137148,0.998588
2017-01-16,0.13928,1.01
2017-01-17,0.179812,1
2017-01-18,0.167852,1.02
2017-01-19,0.163318,1.01
2017-01-20,0.159232,0.983707
2017-01-21,0.160976,0.993487
2017-01-22,0.165562,0.997362
2017-01-23,0.161233,1
2017-01-24,0.157276,0.987188
2017-01-25,0.147322,1
2017-01-26,0.14547,1.01
2017-01-27,0.147751,0.996133
2017-01-28,0.15219,0.997038
2017-01-29,0.168412,1.02
2017-01-30,0.162822,1
2017-01-31,0.166604,1.03
2017-02-01,0.163073,1.03
2017-02-02,0.164834,1.01
2017-02-03,0.165965,1.03
2017-02-04,0.163527,1.02
2017-02-05,0.165241,1.01
2017-02-06,0.160469,1.02
2017-02-07,0.163324,1.01
2017-02-08,0.15541,1.01
2017-02-09,0.151669,1.01
2017-02-10,0.145219,0.988929
2017-02-11,0.145576,0.991197
2017-02-12,0.146326,0.993502
2017-02-13,0.142585,0.997479
2017-02-14,0.136509,0.989495
2017-02-15,0.134539,0.991666
2017-02-16,0.133755,0.996277
2017-02-17,0.136599,0.988605
2017-02-18,0.133153,0.993854
2017-02-19,0.121091,0.988589
2017-02-20,0.11926,0.991012
2017-02-21,0.116968,0.998215
2017-02-22,0.10039,0.986598
2017-02-23,0.111226,0.986184
2017-02-24,0.116719,0.994407
2017-02-25,0.108099,0.990931
2017-02-26,0.115291,0.986017
2017-02-27,0.108872,0.98071
2017-02-28,0.113858,0.99208
2017-03-01,0.105636,0.990431
2017-03-02,0.097908,0.996835
2017-03-03,0.093624,0.985821
2017-03-04,0.092789,0.99705
2017-03-05,0.095263,1
2017-03-06,0.099144,0.989889
2017-03-07,0.096629,0.997587
2017-03-08,0.091343,0.986874
2017-03-09,0.080702,0.985842
2017-03-10,0.081152,0.991887
2017-03-11,0.072658,1.01
2017-03-12,0.072461,0.998335
2017-03-13,0.07175,1.03
2017-03-14,0.086455,0.996016
2017-03-15,0.083921,0.993363
2017-03-16,0.079437,0.993616
2017-03-17,0.095127,1.07
2017-03-18,0.128833,1.01
2017-03-19,0.177156,0.919799
2017-03-20,0.199242,1.02
2017-03-21,0.192331,1.03
2017-03-22,0.162071,1.03
2017-03-23,0.169073,1.02
2017-03-24,0.159121,1
2017-03-25,0.149101,0.997848
2017-03-26,0.181432,1.04
2017-03-27,0.16982,1.01
2017-03-28,0.156463,1.31
2017-03-29,0.170317,1.15
2017-03-30,0.159222,1.05
2017-03-31,0.163471,1.1
2017-04-01,0.172285,1.14
2017-04-02,0.176401,1.13
2017-04-03,0.164939,1.03
2017-04-04,0.173445,1.03
2017-04-05,0.166784,1.03
2017-04-06,0.165463,1.03
2017-04-07,0.164673,1.02
2017-04-08,0.149244,0.985812
2017-04-09,0.161858,1.01
2017-04-10,0.154621,0.981324
2017-04-11,0.155222,1.02
2017-04-12,0.155707,1.05
2017-04-13,0.163581,1.02
2017-04-14,0.159473,1
2017-04-15,0.162408,1
2017-04-16,0.198432,1.06
2017-04-17,0.21798,1.11
2017-04-18,0.246568,1.26
2017-04-19,0.236588,1.21
2017-04-20,0.242197,1.19
2017-04-21,0.222216,1.06
2017-04-22,0.233358,1.07
2017-04-23,0.223206,1.05
2017-04-24,0.229165,1.13
2017-04-25,0.230791,1.15
2017-04-26,0.224388,1.28
2017-04-27,0.236646,1.23
2017-04-28,0.242942,1.13
2017-04-29,0.260646,1.26
2017-04-30,0.291556,1.29
2017-05-01,0.277977,1.38
2017-05-02,0.271108,1.29
2017-05-03,0.27185,1.27
2017-05-04,0.27915,1.31
2017-05-05,0.291314,1.38
2017-05-06,0.327579,1.37
2017-05-07,0.401269,1.48
2017-05-08,0.523659,1.48
2017-05-09,1.03,1.64
2017-05-10,0.758253,1.8
2017-05-11,0.850274,1.74
2017-05-12,0.764269,1.74
2017-05-13,0.739904,1.6
2017-05-14,0.72888,1.7
2017-05-15,0.752038,1.72
2017-05-16,0.866746,1.64
2017-05-17,0.795976,1.63
2017-05-18,0.845277,1.72
2017-05-19,0.947874,1.83
2017-05-20,1.06,1.89
2017-05-21,1.19,1.94
2017-05-22,1.31,1.94
2017-05-23,1.14,1.79
2017-05-24,1.24,1.95
2017-05-25,1.22,2.01
2017-05-26,1.08,1.65
2017-05-27,0.961441,1.51
2017-05-28,0.815165,1.32
2017-05-29,0.952227,1.41
2017-05-30,0.970721,1.48
2017-05-31,0.929234,1.39
2017-06-01,0.950098,1.4
2017-06-02,1,1.59
2017-06-03,1.32,1.82
2017-06-04,1.29,1.8
2017-06-05,1.28,1.74
2017-06-06,1.72,1.95
2017-06-07,2.61,2.22
2017-06-08,2.14,1.91
2017-06-09,2.36,1.98
2017-06-10,2.5,2
2017-06-11,2.22,1.96
2017-06-12,2.46,1.95
2017-06-13,2.08,1.65
2017-06-14,2.37,1.75
2017-06-15,1.98,1.57
2017-06-16,2.03,1.54
2017-06-17,2.09,1.61
2017-06-18,2.04,1.68
2017-06-19,2,1.65
2017-06-20,2.12,1.7
2017-06-21,2.04,1.6
2017-06-22,1.98,1.55
2017-06-23,2.01,1.59
2017-06-24,2.17,1.63
2017-06-25,2.05,1.65
2017-06-26,1.89,1.48
2017-06-27,1.8,2.03
2017-06-28,1.81,1.82
2017-06-29,1.92,1.87
2017-06-30,1.75,1.6
2017-07-01,1.66,1.51
2017-07-02,1.6,1.28
2017-07-03,1.64,1.24
2017-07-04,1.63,1.26
2017-07-05,1.87,1.38
2017-07-06,1.8,1.27
2017-07-07,1.86,1.26
2017-07-08,1.52,0.985599
2017-07-09,1.7,1.01
2017-07-10,1.54,0.996302
2017-07-11,1.24,0.931151
2017-07-12,1.13,0.964573
2017-07-13,1.36,1.05
2017-07-14,1.16,0.948192
2017-07-15,1.07,0.953638
2017-07-16,0.954066,0.945577
2017-07-17,0.887467,0.848444
2017-07-18,1.13,0.990204
2017-07-19,1.26,0.937021
2017-07-20,1.14,0.923318
2017-07-21,1.37,1.05
2017-07-22,1.41,1.01
2017-07-23,1.77,1.06
2017-07-24,1.6,1.05
2017-07-25,1.54,1.02
2017-07-26,1.3,0.969903
2017-07-27,1.22,0.922898
2017-07-28,1.35,0.926327
2017-07-29,1.23,0.884121
2017-07-30,1.3,0.949344
2017-07-31,1.2,0.929341
2017-08-01,1.2,0.946601
2017-08-02,1.26,0.956107
2017-08-03,1.24,0.946285
2017-08-04,1.27,0.950288
2017-08-05,1.28,0.974919
2017-08-06,1.35,0.974556
2017-08-07,1.36,0.966123
2017-08-08,1.31,0.93511
2017-08-09,1.36,0.963086
2017-08-10,1.31,0.916414
2017-08-11,1.21,0.904334
2017-08-12,1.15,0.896283
2017-08-13,1.36,0.855263
2017-08-14,1.24,0.913326
2017-08-15,1.21,0.937947
2017-08-16,1.13,0.869318
2017-08-17,1.18,0.948505
2017-08-18,1.12,0.922738
2017-08-19,1.05,0.82356
2017-08-20,1.06,0.91633
2017-08-21,1.41,0.870248
2017-08-22,1.19,0.914915
2017-08-23,1.21,0.888277
2017-08-24,1.23,0.963606
2017-08-25,1.28,0.972352
2017-08-26,1.38,1.04
2017-08-27,1.52,1.01
2017-08-28,1.43,0.956818
2017-08-29,1.46,0.978327
2017-08-30,1.42,0.978328
2017-08-31,1.44,0.99934
2017-09-01,1.56,1.02
2017-09-02,1.59,1.01
2017-09-03,1.36,0.962827
2017-09-04,1.39,0.979784
2017-09-05,1.19,0.950886
2017-09-06,1.33,1
2017-09-07,1.55,1.01
2017-09-08,1.56,0.989
2017-09-09,1.37,0.961733
2017-09-10,1.4,0.965829
2017-09-11,1.32,0.962565
2017-09-12,1.23,0.944286
2017-09-13,1.22,0.943218
2017-09-14,1.25,0.945142
2017-09-15,0.990817,0.880895
2017-09-16,1.17,0.983883
2017-09-17,1.12,0.960629
2017-09-18,1.09,0.938271
2017-09-19,1.22,1.15
2017-09-20,1.1,0.989663
2017-09-21,1.12,0.96006
2017-09-22,0.996603,0.958295
2017-09-23,1.01,0.949125
2017-09-24,1.08,1.02
2017-09-25,1.07,0.972942
2017-09-26,1.11,1.03
2017-09-27,1.08,0.982006
2017-09-28,1.22,1.05
2017-09-29,1.44,1.04
2017-09-30,1.64,1.05
2017-10-01,1.46,1.02
2017-10-02,1.39,0.947766
2017-10-03,1.32,0.928261
2017-10-04,1.22,0.943893
2017-10-05,1.18,0.939271
2017-10-06,1.17,1
2017-10-07,1.21,0.972997
2017-10-08,1.22,0.990853
2017-10-09,1.12,0.936708
2017-10-10,1.07,0.931002
2017-10-11,1.03,0.942218
2017-10-12,1.1,0.983284
2017-10-13,1.04,0.979058
2017-10-14,1.03,0.977951
2017-10-15,1.07,0.968018
2017-10-16,1.07,0.981556
2017-10-17,1.05,0.972368
2017-10-18,1.06,0.986338
2017-10-19,1.07,0.972885
2017-10-20,1.09,0.998734
2017-10-21,0.999598,0.953066
2017-10-22,0.972041,0.954852
2017-10-23,0.974869,0.982254
2017-10-24,0.93048,0.941595
2017-10-25,0.994744,0.983332
2017-10-26,0.998002,1.04
2017-10-27,0.974958,0.992219
2017-10-28,0.991652,1.03
2017-10-29,0.945126,0.94828
2017-10-30,0.966413,0.987019
2017-10-31,0.961082,0.975622
2017-11-01,0.941229,0.976664
2017-11-02,0.884517,0.988373
2017-11-03,0.8652,0.980471
2017-11-04,0.938682,0.972556
2017-11-05,0.907709,0.976876
2017-11-06,0.883579,0.9781
2017-11-07,0.857132,0.95098
2017-11-08,0.862364,0.986674
2017-11-09,0.940783,1.01
2017-11-10,0.974021,1.01
2017-11-11,0.883401,0.955173
2017-11-12,0.93165,0.983027
2017-11-13,0.837323,0.959516
2017-11-14,0.922614,1.04
2017-11-15,0.940384,1.04
2017-11-16,0.956527,1.02
2017-11-17,0.925367,0.98065
2017-11-18,0.898064,0.962804
2017-11-19,0.916248,0.99969
2017-11-20,0.90917,0.963122
2017-11-21,0.906709,0.99694
2017-11-22,0.887593,0.951158
2017-11-23,0.997885,1.67
2017-11-24,0.955235,1.38
2017-11-25,0.94453,1.27
2017-11-26,1.04,1.66
2017-11-27,1.1,1.59
2017-11-28,1.18,1.68
2017-11-29,1.16,1.54
2017-11-30,0.958366,1.25
2017-12-01,1,1.28
2017-12-02,1.09,1.52
2017-12-03,1.2,2.35
2017-12-04,1.22,2.3
2017-12-05,1.43,2.37
2017-12-06,1.45,2.68
2017-12-07,1.29,3.42
2017-12-08,2.14,5.9
2017-12-09,1.9,7.87
2017-12-10,1.67,5.49
2017-12-11,1.68,7.21
2017-12-12,1.72,6.56
2017-12-13,1.86,5.61
2017-12-14,1.76,5.38
2017-12-15,2.04,10.18
2017-12-16,1.97,10.56
2017-12-17,2.11,11.15
2017-12-18,2.33,11.3
2017-12-19,2.87,13.25
2017-12-20,2.88,13.68
2017-12-21,3.44,13.36
2017-12-22,3.64,13.41
2017-12-23,2.99,9.06
2017-12-24,3.3,10.53
2017-12-25,3.4,9.68
2017-12-26,3.48,9.93
2017-12-27,3.42,9.36
2017-12-28,3.23,8.96
2017-12-29,2.92,8
2017-12-30,3.18,9.01
2017-12-31,2.69,7.07
2018-01-01,3.02,7.62
2018-01-02,3.98,8.61
2018-01-03,6.51,9.91
2018-01-04,8.12,10.17
2018-01-05,6.55,8.81
2018-01-06,5.7,7.6
2018-01-07,7,8.2
2018-01-08,6.37,8.41
2018-01-09,6,7.84
2018-01-10,5.95,7.84
2018-01-11,5.32,6.92
2018-01-12,4.58,5.95
2018-01-13,5.42,6.25
2018-01-14,6.28,6.83
2018-01-15,6.27,7.22
2018-01-16,5.44,6.19
2018-01-17,3.86,4.07
2018-01-18,4.08,3.98
2018-01-19,4.26,4.18
2018-01-20,4.78,5.45
2018-01-21,5.76,8.06
2018-01-22,4.97,8.42
2018-01-23,4.34,6.89
2018-01-24,4.35,6.96
2018-01-25,6.08,7.4
2018-01-26,6.62,7.24
2018-01-27,6.25,7.02
2018-01-28,6.07,6.86
2018-01-29,6.37,7.41
2018-01-30,5.91,6.81
2018-01-31,4.65,5.07
2018-02-01,5.12,5.29
2018-02-02,5.02,4.44
2018-02-03,4.53,4.15
2018-02-04,4.38,3.93
2018-02-05,3.89,3.43
2018-02-06,3.33,2.84
2018-02-07,3.89,3.2
2018-02-08,3.65,3.14
2018-02-09,3.94,3.31
2018-02-10,4.3,4.09
2018-02-11,4.51,5.14
2018-02-12,4,4.64
2018-02-13,4.45,5.17
2018-02-14,4.21,5.13
2018-02-15,4.55,5.78
2018-02-16,4.57,5.77
2018-02-17,4.54,5.7
2018-02-18,4.66,5.81
2018-02-19,4.23,5.34
2018-02-20,4.53,5.56
2018-02-21,4.14,5.11
2018-02-22,3.79,4.7
2018-02-23,3.5,4.19
2018-02-24,3.73,4.39
2018-02-25,3.48,4.09
2018-02-26,3.47,3.95
2018-02-27,3.61,4.06
2018-02-28,3.49,3.89
2018-03-01,3.28,3.64
2018-03-02,3.44,3.72
2018-03-03,3.34,3.57
2018-03-04,3.67,3.71
2018-03-05,3.54,3.59
2018-03-06,3.46,3.67
2018-03-07,3.23,3.45
2018-03-08,2.79,2.95
2018-03-09,2.65,2.66
2018-03-10,2.58,2.63
2018-03-11,2.39,2.4
2018-03-12,2.56,2.61
2018-03-13,2.46,2.65
2018-03-14,2.51,2.68
2018-03-15,2.28,2.57
2018-03-16,2.12,2.33
2018-03-17,2.06,2.21
2018-03-18,1.81,1.93
2018-03-19,1.83,1.91
2018-03-20,2.07,2.19
2018-03-21,2.19,2.29
2018-03-22,2.21,2.29
2018-03-23,2.12,2.18
2018-03-24,2.04,2.01
2018-03-25,1.98,2.01
2018-03-26,2.01,2.02
2018-03-27,1.85,1.84
2018-03-28,1.73,1.71
2018-03-29,1.9,1.81
2018-03-30,1.64,1.65
2018-03-31,1.55,1.59
2018-04-01,1.52,1.58
2018-04-02,1.44,1.46
2018-04-03,1.7,1.7
2018-04-04,2.02,2.4
2018-04-05,1.91,2.54
2018-04-06,1.88,2.07
2018-04-07,1.75,1.89
2018-04-08,1.86,1.98
2018-04-09,1.91,2.04
2018-04-10,1.83,1.96
2018-04-11,1.85,1.93
2018-04-12,2.01,1.99
2018-04-13,2.73,2.41
2018-04-14,2.67,2.39
2018-04-15,2.62,2.37
2018-04-16,2.77,2.53
2018-04-17,2.66,2.49
2018-04-18,2.87,2.88
2018-04-19,3.01,2.91
2018-04-20,3.2,3.26
2018-04-21,3.28,3.43
2018-04-22,3.09,3.26
2018-04-23,3.03,3.18
2018-04-24,3.26,3.3
2018-04-25,3.5,3.48
2018-04-26,4.15,3.59
2018-04-27,4.08,3.63
2018-04-28,4.23,3.5
2018-04-29,4.42,3.66
2018-04-30,4.22,3.53
2018-05-01,3.9,3.3
2018-05-02,3.96,3.4
2018-05-03,4.06,3.45
2018-05-04,4.05,3.48
2018-05-05,3.96,3.49
2018-05-06,3.8,3.4
2018-05-07,3.73,3.29
2018-05-08,3.56,3.08
2018-05-09,3.57,3
2018-05-10,3.49,2.92
2018-05-11,3.23,2.62
2018-05-12,2.86,2.25
2018-05-13,2.82,2.41
2018-05-14,3.14,2.54
2018-05-15,3.19,2.67
2018-05-16,2.95,2.52
2018-05-17,2.85,2.36
2018-05-18,2.76,2.23
2018-05-19,3.01,2.29
2018-05-20,3.05,2.25
2018-05-21,3.1,2.31
2018-05-22,3,2.23
2018-05-23,2.93,2.09
2018-05-24,2.98,1.91
2018-05-25,2.96,1.96
2018-05-26,2.72,1.87
2018-05-27,2.64,1.84
2018-05-28,2.51,1.82
2018-05-29,2.14,1.61
2018-05-30,2.36,1.74
2018-05-31,2.32,1.74
2018-06-01,2.38,1.79
2018-06-02,2.39,1.78
2018-06-03,2.49,2.44
2018-06-04,2.55,2
2018-06-05,2.35,1.76
2018-06-06,2.34,1.76
2018-06-07,2.41,7.33
2018-06-08,2.33,1.72
2018-06-09,2.28,1.68
2018-06-10,2.23,1.65
2018-06-11,1.86,1.42
2018-06-12,1.87,1.43
2018-06-13,1.73,1.37
2018-06-14,1.64,1.3
2018-06-15,1.78,1.39
2018-06-16,1.65,1.32
2018-06-17,1.66,1.3
2018-06-18,1.62,1.29
2018-06-19,1.65,1.32
2018-06-20,1.68,1.33
2018-06-21,1.62,1.28
2018-06-22,1.55,1.25
2018-06-23,1.35,1.13
2018-06-24,1.35,1.09
2018-06-25,1.3,1.07
2018-06-26,1.34,1.13
2018-06-27,1.27,1.05
2018-06-28,1.27,1.09
2018-06-29,1.18,1.02
2018-06-30,1.29,1.08
2018-07-01,1.58,1.23
2018-07-02,1.62,1.23
2018-07-03,1.66,1.27
2018-07-04,1.85,1.29
2018-07-05,1.61,1.29
2018-07-06,1.55,1.25
2018-07-07,1.59,1.32
2018-07-08,1.6,1.3
2018-07-09,1.57,1.46
2018-07-10,1.48,1.21
2018-07-11,1.31,1.14
2018-07-12,1.32,1.13
2018-07-13,1.29,1.09
2018-07-14,1.34,1.09
2018-07-15,1.31,1.1
2018-07-16,1.33,1.11
2018-07-17,1.43,1.21
2018-07-18,1.61,1.34
2018-07-19,1.57,1.31
2018-07-20,1.51,1.27
2018-07-21,1.37,1.21
2018-07-22,1.45,1.26
2018-07-23,1.39,1.23
2018-07-24,1.35,1.17
2018-07-25,1.44,1.2
2018-07-26,1.47,1.27
2018-07-27,1.46,1.21
2018-07-28,1.48,1.28
2018-07-29,1.46,1.26
2018-07-30,1.45,1.24
2018-07-31,1.38,1.18
2018-08-01,1.31,1.12
2018-08-02,1.27,1.11
2018-08-03,1.17,1.07
2018-08-04,1.2,1.11
2018-08-05,1.15,1.06
2018-08-06,1.17,1.08
2018-08-07,1.15,1.08
2018-08-08,1.12,1.06
2018-08-09,1.03,1.06
2018-08-10,1.07,1.08
2018-08-11,0.992624,1.03
2018-08-12,0.959448,1.02
2018-08-13,0.962166,1.02
2018-08-14,0.879605,0.989691
2018-08-15,0.84874,0.978185
2018-08-16,0.859496,0.979722
2018-08-17,0.86778,0.986881
2018-08-18,0.99073,1.07
2018-08-19,0.902789,0.999878
2018-08-20,0.933792,1.02
2018-08-21,0.852395,0.98567
2018-08-22,0.866251,0.985315
2018-08-23,0.856746,0.971939
2018-08-24,0.880226,0.985844
2018-08-25,0.891857,0.998298
2018-08-26,0.91027,0.997948
2018-08-27,0.898876,0.989551
2018-08-28,0.954057,1.01
2018-08-29,1.01,1.04
2018-08-30,0.970003,1.01
2018-08-31,0.924382,0.98991
2018-09-01,0.948029,0.999484
2018-09-02,0.989201,1.03
2018-09-03,1,1.02
2018-09-04,0.9856,1.02
2018-09-05,1.03,1.03
2018-09-06,0.841464,0.95934
2018-09-07,0.858052,0.958981
2018-09-08,0.827483,0.963722
2018-09-09,0.77416,0.944154
2018-09-10,0.773608,0.94638
2018-09-11,0.762915,0.954567
2018-09-12,0.72256,0.955677
2018-09-13,0.700564,0.962821
2018-09-14,0.737992,0.987007
2018-09-15,0.717447,0.978064
2018-09-16,0.732841,0.979042
2018-09-17,0.760774,1
2018-09-18,0.70754,0.960778
2018-09-19,0.83015,1.01
2018-09-20,0.802095,0.989552
2018-09-21,0.840934,1
2018-09-22,0.872061,1.03
2018-09-23,0.899574,1.01
2018-09-24,0.910954,1.02
2018-09-25,0.993451,1.01
2018-09-26,0.937775,1.02
2018-09-27,1,0.995213
2018-09-28,0.968275,1.02
2018-09-29,0.933207,1
2018-09-30,0.943035,1.01
